2,1,-5,2
0,1,-5,0
0,0,500.0,4
1,0,499.875,4
2,0,499.75,4
0,0,499.625,4
1,0,499.5,4
0,1,-5,0
2,1,-500,3
0,0,499.375,4
2,0,499.25,4
1,0,499.125,4
0,0,499.0,4
0,0,498.875,4
2,1,-5,2
2,1,-5,2
1,0,498.75,4
0,1,-5,0
0,1,-500,3
0,0,498.625,4
2,0,498.5,4
0,0,498.375,4
0,0,498.25,4
0,0,498.125,4
2,1,-5,2
0,0,498.0,4
2,1,-5,2
0,1,-5,0
0,1,-5,0
0,0,497.875,4
0,0,497.75,4
0,0,497.625,4
2,0,497.5,4
0,1,-5,0
1,1,-5,1
1,0,497.375,4
0,0,497.25,4
0,1,-5,0
0,0,497.125,4
0,1,-500,3
2,1,-5,2
2,1,-5,2
0,0,497.0,4
1,0,496.875,4
0,1,-500,3
2,0,496.75,4
2,1,-5,2
0,0,496.625,4
2,1,-5,2
2,0,496.5,4
0,0,496.375,4
0,1,-5,0
0,1,-5,0
1,1,-5,1
1,0,496.25,4
0,1,-5,0
2,1,-5,2
0,0,496.125,4
2,1,-5,2
2,1,-5,2
2,1,-5,2
2,0,496.0,4
1,1,-5,1
0,1,-5,0
1,1,-5,1
2,1,-5,2
1,0,495.875,4
0,0,495.75,4
0,0,495.625,4
2,1,-5,2
2,0,495.5,4
0,0,495.375,4
0,1,-5,0
2,0,495.25,4
1,0,495.125,4
0,1,-5,0
1,0,495.0,4
1,0,494.875,4
0,0,494.75,4
1,0,494.625,4
2,1,-5,2
1,1,-5,1
0,1,-5,0
2,1,-500,3
0,0,494.5,4
0,1,-5,0
0,0,494.375,4
1,1,-5,1
0,0,494.25,4
0,1,-5,0
0,0,494.125,4
1,0,494.0,4
0,0,493.875,4
0,0,493.75,4
0,0,493.625,4
0,0,493.5,4
0,0,493.375,4
2,1,-5,2
2,1,-5,2
0,0,493.25,4
1,1,-5,1
2,0,493.125,4
1,0,493.0,4
0,0,492.875,4
0,1,-500,3
0,1,-500,3
2,1,-5,2
0,0,492.75,4
2,1,-5,2
1,0,492.625,4
1,0,492.5,4
2,1,-5,2
0,0,492.375,4
0,1,-5,0
1,1,-5,1
0,0,492.25,4
2,0,492.125,4
0,0,492.0,4
2,1,-500,3
0,1,-5,0
2,0,491.875,4
2,1,-5,2
0,0,491.75,4
2,0,491.625,4
0,0,491.5,4
0,1,-5,0
1,0,491.375,4
0,1,-500,3
1,1,-5,1
2,0,491.25,4
0,0,491.125,4
0,0,491.0,4
1,0,490.875,4
1,0,490.75,4
0,0,490.625,4
1,0,490.5,4
2,0,490.375,4
0,0,490.25,4
2,1,-5,2
1,1,-5,1
0,0,490.125,4
1,1,-5,1
2,1,-5,2
0,1,-5,0
1,1,-5,1
2,0,490.0,4
0,0,489.875,4
0,1,-5,0
1,0,489.75,4
1,0,489.625,4
0,0,489.5,4
2,0,489.375,4
0,0,489.25,4
2,1,-5,2
2,0,489.125,4
1,0,489.0,4
0,0,488.875,4
1,1,-5,1
0,0,488.75,4
1,1,-5,1
0,0,488.625,4
2,1,-5,2
1,0,488.5,4
0,1,-5,0
2,1,-5,2
2,1,-5,2
0,1,-500,3
0,0,488.375,4
2,0,488.25,4
1,1,-500,3
1,0,488.125,4
0,0,488.0,4
2,0,487.875,4
0,0,487.75,4
0,0,487.625,4
2,0,487.5,4
2,0,487.375,4
2,1,-5,2
0,1,-500,3
1,1,-5,1
2,1,-5,2
2,0,487.25,4
1,1,-5,1
1,0,487.125,4
2,1,-5,2
2,1,-5,2
0,0,487.0,4
2,1,-5,2
2,1,-5,2
0,0,486.875,4
0,1,-5,0
2,0,486.75,4
2,1,-5,2
2,0,486.625,4
0,0,486.5,4
1,0,486.375,4
2,1,-5,2
0,0,486.25,4
2,0,486.125,4
2,0,486.0,4
1,0,485.875,4
0,0,485.75,4
1,0,485.625,4
1,0,485.5,4
0,0,485.375,4
2,0,485.25,4
1,0,485.125,4
0,0,485.0,4
0,0,484.875,4
2,0,484.75,4
0,0,484.625,4
1,0,484.5,4
2,0,484.375,4
2,1,-5,2
0,1,-500,3
2,1,-5,2
2,1,-5,2
1,1,-5,1
0,0,484.25,4
2,0,484.125,4
0,0,484.0,4
2,1,-5,2
1,0,483.875,4
0,0,483.75,4
0,1,-5,0
0,0,483.625,4
0,0,483.5,4
1,0,483.375,4
2,0,483.25,4
2,1,-5,2
1,1,-5,1
0,1,-5,0
2,0,483.125,4
2,0,483.0,4
1,1,-5,1
0,0,482.875,4
0,1,-5,0
2,0,482.75,4
2,1,-5,2
0,1,-5,0
2,1,-5,2
2,0,482.625,4
0,0,482.5,4
2,1,-500,3
0,1,-5,0
1,0,482.375,4
0,0,482.25,4
2,0,482.125,4
2,1,-5,2
2,0,482.0,4
2,0,481.875,4
0,0,481.75,4
0,1,-5,0
1,1,-5,1
1,0,481.625,4
0,0,481.5,4
0,1,-5,0
0,0,481.375,4
2,1,-5,2
0,0,481.25,4
0,1,-5,0
2,0,481.125,4
1,0,481.0,4
0,0,480.875,4
1,0,480.75,4
0,0,480.625,4
0,0,480.5,4
0,0,480.375,4
0,0,480.25,4
1,1,-5,1
0,0,480.125,4
1,1,-5,1
0,1,-5,0
2,0,480.0,4
1,1,-5,1
1,0,479.875,4
1,1,-5,1
1,1,-5,1
2,1,-5,2
1,0,479.75,4
2,1,-5,2
2,1,-5,2
0,0,479.625,4
2,0,479.5,4
0,1,-5,0
0,1,-5,0
0,0,479.375,4
0,0,479.25,4
2,1,-5,2
0,0,479.125,4
2,0,479.0,4
2,1,-5,2
0,1,-500,3
2,0,478.875,4
0,1,-5,0
1,1,-5,1
1,0,478.75,4
0,0,478.625,4
0,0,478.5,4
1,0,478.375,4
0,0,478.25,4
0,0,478.125,4
2,1,-5,2
0,1,-500,3
0,0,478.0,4
1,1,-5,1
1,0,477.875,4
2,1,-5,2
2,1,-5,2
0,0,477.75,4
2,1,-5,2
2,0,477.625,4
1,0,477.5,4
2,1,-5,2
0,1,-5,0
0,0,477.375,4
2,1,-5,2
1,0,477.25,4
2,1,-5,2
2,0,477.125,4
0,0,477.0,4
2,0,476.875,4
1,1,-5,1
0,0,476.75,4
2,1,-5,2
0,0,476.625,4
0,0,476.5,4
2,1,-5,2
2,1,-5,2
0,0,476.375,4
1,0,476.25,4
0,0,476.125,4
0,0,476.0,4
2,0,475.875,4
0,0,475.75,4
0,0,475.625,4
2,1,-5,2
0,0,475.5,4
1,1,-500,3
0,0,475.375,4
0,0,475.25,4
0,0,475.125,4
1,0,475.0,4
0,0,474.875,4
0,0,474.75,4
0,0,474.625,4
2,1,-5,2
2,1,-500,3
0,0,474.5,4
2,1,-500,3
1,0,474.375,4
0,0,474.25,4
1,0,474.125,4
0,0,474.0,4
1,0,473.875,4
1,0,473.75,4
0,0,473.625,4
0,1,-5,0
2,0,473.5,4
1,0,473.375,4
1,1,-5,1
0,0,473.25,4
0,0,473.125,4
0,0,473.0,4
1,0,472.875,4
0,0,472.75,4
2,0,472.625,4
0,1,-5,0
0,1,-5,0
1,0,472.5,4
2,0,472.375,4
1,1,-5,1
0,0,472.25,4
2,0,472.125,4
2,0,472.0,4
2,1,-5,2
2,0,471.875,4
2,1,-5,2
2,0,471.75,4
0,0,471.625,4
1,1,-5,1
2,0,471.5,4
0,0,471.375,4
2,1,-5,2
0,0,471.25,4
1,1,-5,1
0,1,-5,0
2,1,-5,2
1,0,471.125,4
0,1,-5,0
2,0,471.0,4
2,0,470.875,4
0,0,470.75,4
0,1,-5,0
2,0,470.625,4
2,0,470.5,4
0,0,470.375,4
1,1,-5,1
0,0,470.25,4
2,0,470.125,4
0,0,470.0,4
0,0,469.875,4
1,0,469.75,4
0,1,-500,3
2,1,-5,2
0,0,469.625,4
1,0,469.5,4
2,1,-5,2
0,0,469.375,4
0,1,-5,0
0,1,-5,0
1,0,469.25,4
2,0,469.125,4
2,0,469.0,4
2,1,-5,2
0,1,-5,0
0,1,-5,0
1,0,468.875,4
2,0,468.75,4
0,1,-5,0
0,0,468.625,4
2,0,468.5,4
0,0,468.375,4
0,0,468.25,4
0,0,468.125,4
0,0,468.0,4
0,1,-5,0
2,1,-5,2
1,1,-500,3
2,0,467.875,4
0,0,467.75,4
2,0,467.625,4
1,0,467.5,4
0,1,-5,0
2,0,467.375,4
0,1,-5,0
1,0,467.25,4
0,0,467.125,4
1,0,467.0,4
1,0,466.875,4
1,0,466.75,4
0,1,-5,0
0,1,-5,0
0,1,-5,0
1,0,466.625,4
0,1,-5,0
0,1,-5,0
2,1,-5,2
1,0,466.5,4
0,0,466.375,4
2,1,-500,3
0,0,466.25,4
0,0,466.125,4
2,0,466.0,4
2,0,465.875,4
2,0,465.75,4
2,1,-5,2
0,1,-5,0
0,0,465.625,4
2,1,-5,2
2,1,-5,2
0,0,465.5,4
0,0,465.375,4
2,1,-5,2
2,0,465.25,4
0,0,465.125,4
0,0,465.0,4
2,1,-5,2
0,0,464.875,4
1,0,464.75,4
2,0,464.625,4
2,1,-5,2
0,0,464.5,4
0,0,464.375,4
2,0,464.25,4
0,1,-500,3
2,0,464.125,4
2,1,-500,3
0,0,464.0,4
2,0,463.875,4
2,0,463.75,4
1,0,463.625,4
2,0,463.5,4
0,1,-5,0
1,0,463.375,4
0,0,463.25,4
2,1,-5,2
0,0,463.125,4
2,1,-5,2
2,1,-5,2
0,0,463.0,4
0,0,462.875,4
2,0,462.75,4
2,0,462.625,4
1,0,462.5,4
2,0,462.375,4
0,0,462.25,4
0,1,-500,3
0,0,462.125,4
0,0,462.0,4
2,1,-5,2
0,1,-5,0
0,0,461.875,4
0,1,-5,0
2,1,-5,2
0,1,-500,3
2,1,-5,2
0,0,461.75,4
0,0,461.625,4
0,0,461.5,4
0,0,461.375,4
2,0,461.25,4
1,1,-5,1
2,0,461.125,4
0,0,461.0,4
0,0,460.875,4
0,1,-500,3
0,0,460.75,4
0,0,460.625,4
1,0,460.5,4
2,0,460.375,4
2,1,-5,2
0,1,-5,0
0,1,-500,3
2,0,460.25,4
2,1,-5,2
1,1,-5,1
0,1,-5,0
0,0,460.125,4
2,1,-5,2
0,0,460.0,4
1,1,-5,1
0,1,-500,3
2,1,-5,2
1,0,459.875,4
2,0,459.75,4
1,0,459.625,4
1,0,459.5,4
2,1,-5,2
0,0,459.375,4
0,0,459.25,4
0,0,459.125,4
2,0,459.0,4
0,0,458.875,4
0,0,458.75,4
2,1,-5,2
1,0,458.625,4
0,0,458.5,4
2,0,458.375,4
1,0,458.25,4
2,0,458.125,4
2,0,458.0,4
0,0,457.875,4
0,0,457.75,4
0,0,457.625,4
1,0,457.5,4
0,1,-5,0
0,0,457.375,4
0,0,457.25,4
1,0,457.125,4
2,0,457.0,4
0,0,456.875,4
2,1,-5,2
2,1,-5,2
0,0,456.75,4
2,1,-5,2
1,1,-500,3
2,0,456.625,4
0,0,456.5,4
2,0,456.375,4
2,1,-5,2
0,0,456.25,4
1,0,456.125,4
2,1,-5,2
0,1,-500,3
0,1,-500,3
0,1,-500,3
2,1,-5,2
0,0,456.0,4
2,0,455.875,4
2,0,455.75,4
1,0,455.625,4
0,0,455.5,4
0,1,-5,0
0,1,-5,0
0,0,455.375,4
2,0,455.25,4
2,0,455.125,4
1,1,-5,1
2,0,455.0,4
2,0,454.875,4
2,1,-5,2
0,0,454.75,4
0,1,-5,0
0,0,454.625,4
2,0,454.5,4
0,0,454.375,4
0,0,454.25,4
2,1,-5,2
0,1,-5,0
2,0,454.125,4
2,0,454.0,4
1,1,-5,1
2,1,-5,2
